PassengerId,Pclass,Age,SibSp,Parch,Fare,Family_size,Sex_male,Embarked_Q,Embarked_S
1,3,22.0,1,0,7.25,1,True,False,True
2,1,38.0,1,0,71.2833,1,False,False,False
3,3,26.0,0,0,7.925,0,False,False,True
4,1,35.0,1,0,53.1,1,False,False,True
5,3,35.0,0,0,8.05,0,True,False,True
6,3,28.0,0,0,8.4583,0,True,True,False
7,1,54.0,0,0,51.8625,0,True,False,True
8,3,2.0,3,1,21.075,4,True,False,True
9,3,27.0,0,2,11.1333,2,False,False,True
10,2,14.0,1,0,30.0708,1,False,False,False
11,3,4.0,1,1,16.7,2,False,False,True
12,1,58.0,0,0,26.55,0,False,False,True
13,3,20.0,0,0,8.05,0,True,False,True
14,3,39.0,1,5,31.275,6,True,False,True
15,3,14.0,0,0,7.8542,0,False,False,True
16,2,55.0,0,0,16.0,0,False,False,True
17,3,2.0,4,1,29.125,5,True,True,False
18,2,28.0,0,0,13.0,0,True,False,True
19,3,31.0,1,0,18.0,1,False,False,True
20,3,28.0,0,0,7.225,0,False,False,False
21,2,35.0,0,0,26.0,0,True,False,True
22,2,34.0,0,0,13.0,0,True,False,True
23,3,15.0,0,0,8.0292,0,False,True,False
24,1,28.0,0,0,35.5,0,True,False,True
25,3,8.0,3,1,21.075,4,False,False,True
26,3,38.0,1,5,31.3875,6,False,False,True
27,3,28.0,0,0,7.225,0,True,False,False
28,1,19.0,3,2,263.0,5,True,False,True
29,3,28.0,0,0,7.8792,0,False,True,False
30,3,28.0,0,0,7.8958,0,True,False,True
31,1,40.0,0,0,27.7208,0,True,False,False
32,1,28.0,1,0,146.5208,1,False,False,False
33,3,28.0,0,0,7.75,0,False,True,False
34,2,66.0,0,0,10.5,0,True,False,True
35,1,28.0,1,0,82.1708,1,True,False,False
36,1,42.0,1,0,52.0,1,True,False,True
37,3,28.0,0,0,7.2292,0,True,False,False
38,3,21.0,0,0,8.05,0,True,False,True
39,3,18.0,2,0,18.0,2,False,False,True
40,3,14.0,1,0,11.2417,1,False,False,False
41,3,40.0,1,0,9.475,1,False,False,True
42,2,27.0,1,0,21.0,1,False,False,True
43,3,28.0,0,0,7.8958,0,True,False,False
44,2,3.0,1,2,41.5792,3,False,False,False
45,3,19.0,0,0,7.8792,0,False,True,False
46,3,28.0,0,0,8.05,0,True,False,True
47,3,28.0,1,0,15.5,1,True,True,False
48,3,28.0,0,0,7.75,0,False,True,False
49,3,28.0,2,0,21.6792,2,True,False,False
50,3,18.0,1,0,17.8,1,False,False,True
51,3,7.0,4,1,39.6875,5,True,False,True
52,3,21.0,0,0,7.8,0,True,False,True
53,1,49.0,1,0,76.7292,1,False,False,False
54,2,29.0,1,0,26.0,1,False,False,True
55,1,65.0,0,1,61.9792,1,True,False,False
56,1,28.0,0,0,35.5,0,True,False,True
57,2,21.0,0,0,10.5,0,False,False,True
58,3,28.5,0,0,7.2292,0,True,False,False
59,2,5.0,1,2,27.75,3,False,False,True
60,3,11.0,5,2,46.9,7,True,False,True
61,3,22.0,0,0,7.2292,0,True,False,False
62,1,38.0,0,0,80.0,0,False,False,True
63,1,45.0,1,0,83.475,1,True,False,True
64,3,4.0,3,2,27.9,5,True,False,True
65,1,28.0,0,0,27.7208,0,True,False,False
66,3,28.0,1,1,15.2458,2,True,False,False
67,2,29.0,0,0,10.5,0,False,False,True
68,3,19.0,0,0,8.1583,0,True,False,True
69,3,17.0,4,2,7.925,6,False,False,True
70,3,26.0,2,0,8.6625,2,True,False,True
71,2,32.0,0,0,10.5,0,True,False,True
72,3,16.0,5,2,46.9,7,False,False,True
73,2,21.0,0,0,73.5,0,True,False,True
74,3,26.0,1,0,14.4542,1,True,False,False
75,3,32.0,0,0,56.4958,0,True,False,True
76,3,25.0,0,0,7.65,0,True,False,True
77,3,28.0,0,0,7.8958,0,True,False,True
78,3,28.0,0,0,8.05,0,True,False,True
79,2,0.83,0,2,29.0,2,True,False,True
80,3,30.0,0,0,12.475,0,False,False,True
81,3,22.0,0,0,9.0,0,True,False,True
82,3,29.0,0,0,9.5,0,True,False,True
83,3,28.0,0,0,7.7875,0,False,True,False
84,1,28.0,0,0,47.1,0,True,False,True
85,2,17.0,0,0,10.5,0,False,False,True
86,3,33.0,3,0,15.85,3,False,False,True
87,3,16.0,1,3,34.375,4,True,False,True
88,3,28.0,0,0,8.05,0,True,False,True
89,1,23.0,3,2,263.0,5,False,False,True
90,3,24.0,0,0,8.05,0,True,False,True
91,3,29.0,0,0,8.05,0,True,False,True
92,3,20.0,0,0,7.8542,0,True,False,True
93,1,46.0,1,0,61.175,1,True,False,True
94,3,26.0,1,2,20.575,3,True,False,True
95,3,59.0,0,0,7.25,0,True,False,True
96,3,28.0,0,0,8.05,0,True,False,True
97,1,71.0,0,0,34.6542,0,True,False,False
98,1,23.0,0,1,63.3583,1,True,False,False
99,2,34.0,0,1,23.0,1,False,False,True
100,2,34.0,1,0,26.0,1,True,False,True
101,3,28.0,0,0,7.8958,0,False,False,True
102,3,28.0,0,0,7.8958,0,True,False,True
103,1,21.0,0,1,77.2875,1,True,False,True
104,3,33.0,0,0,8.6542,0,True,False,True
105,3,37.0,2,0,7.925,2,True,False,True
106,3,28.0,0,0,7.8958,0,True,False,True
107,3,21.0,0,0,7.65,0,False,False,True
108,3,28.0,0,0,7.775,0,True,False,True
109,3,38.0,0,0,7.8958,0,True,False,True
110,3,28.0,1,0,24.15,1,False,True,False
111,1,47.0,0,0,52.0,0,True,False,True
112,3,14.5,1,0,14.4542,1,False,False,False
113,3,22.0,0,0,8.05,0,True,False,True
114,3,20.0,1,0,9.825,1,False,False,True
115,3,17.0,0,0,14.4583,0,False,False,False
116,3,21.0,0,0,7.925,0,True,False,True
117,3,70.5,0,0,7.75,0,True,True,False
118,2,29.0,1,0,21.0,1,True,False,True
119,1,24.0,0,1,247.5208,1,True,False,False
120,3,2.0,4,2,31.275,6,False,False,True
121,2,21.0,2,0,73.5,2,True,False,True
122,3,28.0,0,0,8.05,0,True,False,True
123,2,32.5,1,0,30.0708,1,True,False,False
124,2,32.5,0,0,13.0,0,False,False,True
125,1,54.0,0,1,77.2875,1,True,False,True
126,3,12.0,1,0,11.2417,1,True,False,False
127,3,28.0,0,0,7.75,0,True,True,False
128,3,24.0,0,0,7.1417,0,True,False,True
129,3,28.0,1,1,22.3583,2,False,False,False
130,3,45.0,0,0,6.975,0,True,False,True
131,3,33.0,0,0,7.8958,0,True,False,False
132,3,20.0,0,0,7.05,0,True,False,True
133,3,47.0,1,0,14.5,1,False,False,True
134,2,29.0,1,0,26.0,1,False,False,True
135,2,25.0,0,0,13.0,0,True,False,True
136,2,23.0,0,0,15.0458,0,True,False,False
137,1,19.0,0,2,26.2833,2,False,False,True
138,1,37.0,1,0,53.1,1,True,False,True
139,3,16.0,0,0,9.2167,0,True,False,True
140,1,24.0,0,0,79.2,0,True,False,False
141,3,28.0,0,2,15.2458,2,False,False,False
142,3,22.0,0,0,7.75,0,False,False,True
143,3,24.0,1,0,15.85,1,False,False,True
144,3,19.0,0,0,6.75,0,True,True,False
145,2,18.0,0,0,11.5,0,True,False,True
146,2,19.0,1,1,36.75,2,True,False,True
147,3,27.0,0,0,7.7958,0,True,False,True
148,3,9.0,2,2,34.375,4,False,False,True
149,2,36.5,0,2,26.0,2,True,False,True
150,2,42.0,0,0,13.0,0,True,False,True
151,2,51.0,0,0,12.525,0,True,False,True
152,1,22.0,1,0,66.6,1,False,False,True
153,3,55.5,0,0,8.05,0,True,False,True
154,3,40.5,0,2,14.5,2,True,False,True
155,3,28.0,0,0,7.3125,0,True,False,True
156,1,51.0,0,1,61.3792,1,True,False,False
157,3,16.0,0,0,7.7333,0,False,True,False
158,3,30.0,0,0,8.05,0,True,False,True
159,3,28.0,0,0,8.6625,0,True,False,True
160,3,28.0,8,2,69.55,10,True,False,True
161,3,44.0,0,1,16.1,1,True,False,True
162,2,40.0,0,0,15.75,0,False,False,True
163,3,26.0,0,0,7.775,0,True,False,True
164,3,17.0,0,0,8.6625,0,True,False,True
165,3,1.0,4,1,39.6875,5,True,False,True
166,3,9.0,0,2,20.525,2,True,False,True
167,1,28.0,0,1,55.0,1,False,False,True
168,3,45.0,1,4,27.9,5,False,False,True
169,1,28.0,0,0,25.925,0,True,False,True
170,3,28.0,0,0,56.4958,0,True,False,True
171,1,61.0,0,0,33.5,0,True,False,True
172,3,4.0,4,1,29.125,5,True,True,False
173,3,1.0,1,1,11.1333,2,False,False,True
174,3,21.0,0,0,7.925,0,True,False,True
175,1,56.0,0,0,30.6958,0,True,False,False
176,3,18.0,1,1,7.8542,2,True,False,True
177,3,28.0,3,1,25.4667,4,True,False,True
178,1,50.0,0,0,28.7125,0,False,False,False
179,2,30.0,0,0,13.0,0,True,False,True
180,3,36.0,0,0,0.0,0,True,False,True
181,3,28.0,8,2,69.55,10,False,False,True
182,2,28.0,0,0,15.05,0,True,False,False
183,3,9.0,4,2,31.3875,6,True,False,True
184,2,1.0,2,1,39.0,3,True,False,True
185,3,4.0,0,2,22.025,2,False,False,True
186,1,28.0,0,0,50.0,0,True,False,True
187,3,28.0,1,0,15.5,1,False,True,False
188,1,45.0,0,0,26.55,0,True,False,True
189,3,40.0,1,1,15.5,2,True,True,False
190,3,36.0,0,0,7.8958,0,True,False,True
191,2,32.0,0,0,13.0,0,False,False,True
192,2,19.0,0,0,13.0,0,True,False,True
193,3,19.0,1,0,7.8542,1,False,False,True
194,2,3.0,1,1,26.0,2,True,False,True
195,1,44.0,0,0,27.7208,0,False,False,False
196,1,58.0,0,0,146.5208,0,False,False,False
197,3,28.0,0,0,7.75,0,True,True,False
198,3,42.0,0,1,8.4042,1,True,False,True
199,3,28.0,0,0,7.75,0,False,True,False
200,2,24.0,0,0,13.0,0,False,False,True
201,3,28.0,0,0,9.5,0,True,False,True
202,3,28.0,8,2,69.55,10,True,False,True
203,3,34.0,0,0,6.4958,0,True,False,True
204,3,45.5,0,0,7.225,0,True,False,False
205,3,18.0,0,0,8.05,0,True,False,True
206,3,2.0,0,1,10.4625,1,False,False,True
207,3,32.0,1,0,15.85,1,True,False,True
208,3,26.0,0,0,18.7875,0,True,False,False
209,3,16.0,0,0,7.75,0,False,True,False
210,1,40.0,0,0,31.0,0,True,False,False
211,3,24.0,0,0,7.05,0,True,False,True
212,2,35.0,0,0,21.0,0,False,False,True
213,3,22.0,0,0,7.25,0,True,False,True
214,2,30.0,0,0,13.0,0,True,False,True
215,3,28.0,1,0,7.75,1,True,True,False
216,1,31.0,1,0,113.275,1,False,False,False
217,3,27.0,0,0,7.925,0,False,False,True
218,2,42.0,1,0,27.0,1,True,False,True
219,1,32.0,0,0,76.2917,0,False,False,False
220,2,30.0,0,0,10.5,0,True,False,True
221,3,16.0,0,0,8.05,0,True,False,True
222,2,27.0,0,0,13.0,0,True,False,True
223,3,51.0,0,0,8.05,0,True,False,True
224,3,28.0,0,0,7.8958,0,True,False,True
225,1,38.0,1,0,90.0,1,True,False,True
226,3,22.0,0,0,9.35,0,True,False,True
227,2,19.0,0,0,10.5,0,True,False,True
228,3,20.5,0,0,7.25,0,True,False,True
229,2,18.0,0,0,13.0,0,True,False,True
230,3,28.0,3,1,25.4667,4,False,False,True
231,1,35.0,1,0,83.475,1,False,False,True
232,3,29.0,0,0,7.775,0,True,False,True
233,2,59.0,0,0,13.5,0,True,False,True
234,3,5.0,4,2,31.3875,6,False,False,True
235,2,24.0,0,0,10.5,0,True,False,True
236,3,28.0,0,0,7.55,0,False,False,True
237,2,44.0,1,0,26.0,1,True,False,True
238,2,8.0,0,2,26.25,2,False,False,True
239,2,19.0,0,0,10.5,0,True,False,True
240,2,33.0,0,0,12.275,0,True,False,True
241,3,28.0,1,0,14.4542,1,False,False,False
242,3,28.0,1,0,15.5,1,False,True,False
243,2,29.0,0,0,10.5,0,True,False,True
244,3,22.0,0,0,7.125,0,True,False,True
245,3,30.0,0,0,7.225,0,True,False,False
246,1,44.0,2,0,90.0,2,True,True,False
247,3,25.0,0,0,7.775,0,False,False,True
248,2,24.0,0,2,14.5,2,False,False,True
249,1,37.0,1,1,52.5542,2,True,False,True
250,2,54.0,1,0,26.0,1,True,False,True
251,3,28.0,0,0,7.25,0,True,False,True
252,3,29.0,1,1,10.4625,2,False,False,True
253,1,62.0,0,0,26.55,0,True,False,True
254,3,30.0,1,0,16.1,1,True,False,True
255,3,41.0,0,2,20.2125,2,False,False,True
256,3,29.0,0,2,15.2458,2,False,False,False
257,1,28.0,0,0,79.2,0,False,False,False
258,1,30.0,0,0,86.5,0,False,False,True
259,1,35.0,0,0,512.3292,0,False,False,False
260,2,50.0,0,1,26.0,1,False,False,True
261,3,28.0,0,0,7.75,0,True,True,False
262,3,3.0,4,2,31.3875,6,True,False,True
263,1,52.0,1,1,79.65,2,True,False,True
264,1,40.0,0,0,0.0,0,True,False,True
265,3,28.0,0,0,7.75,0,False,True,False
266,2,36.0,0,0,10.5,0,True,False,True
267,3,16.0,4,1,39.6875,5,True,False,True
268,3,25.0,1,0,7.775,1,True,False,True
269,1,58.0,0,1,153.4625,1,False,False,True
270,1,35.0,0,0,135.6333,0,False,False,True
271,1,28.0,0,0,31.0,0,True,False,True
272,3,25.0,0,0,0.0,0,True,False,True
273,2,41.0,0,1,19.5,1,False,False,True
274,1,37.0,0,1,29.7,1,True,False,False
275,3,28.0,0,0,7.75,0,False,True,False
276,1,63.0,1,0,77.9583,1,False,False,True
277,3,45.0,0,0,7.75,0,False,False,True
278,2,28.0,0,0,0.0,0,True,False,True
279,3,7.0,4,1,29.125,5,True,True,False
280,3,35.0,1,1,20.25,2,False,False,True
281,3,65.0,0,0,7.75,0,True,True,False
282,3,28.0,0,0,7.8542,0,True,False,True
283,3,16.0,0,0,9.5,0,True,False,True
284,3,19.0,0,0,8.05,0,True,False,True
285,1,28.0,0,0,26.0,0,True,False,True
286,3,33.0,0,0,8.6625,0,True,False,False
287,3,30.0,0,0,9.5,0,True,False,True
288,3,22.0,0,0,7.8958,0,True,False,True
289,2,42.0,0,0,13.0,0,True,False,True
290,3,22.0,0,0,7.75,0,False,True,False
291,1,26.0,0,0,78.85,0,False,False,True
292,1,19.0,1,0,91.0792,1,False,False,False
293,2,36.0,0,0,12.875,0,True,False,False
294,3,24.0,0,0,8.85,0,False,False,True
295,3,24.0,0,0,7.8958,0,True,False,True
296,1,28.0,0,0,27.7208,0,True,False,False
297,3,23.5,0,0,7.2292,0,True,False,False
298,1,2.0,1,2,151.55,3,False,False,True
299,1,28.0,0,0,30.5,0,True,False,True
300,1,50.0,0,1,247.5208,1,False,False,False
301,3,28.0,0,0,7.75,0,False,True,False
302,3,28.0,2,0,23.25,2,True,True,False
303,3,19.0,0,0,0.0,0,True,False,True
304,2,28.0,0,0,12.35,0,False,True,False
305,3,28.0,0,0,8.05,0,True,False,True
306,1,0.92,1,2,151.55,3,True,False,True
307,1,28.0,0,0,110.8833,0,False,False,False
308,1,17.0,1,0,108.9,1,False,False,False
309,2,30.0,1,0,24.0,1,True,False,False
310,1,30.0,0,0,56.9292,0,False,False,False
311,1,24.0,0,0,83.1583,0,False,False,False
312,1,18.0,2,2,262.375,4,False,False,False
313,2,26.0,1,1,26.0,2,False,False,True
314,3,28.0,0,0,7.8958,0,True,False,True
315,2,43.0,1,1,26.25,2,True,False,True
316,3,26.0,0,0,7.8542,0,False,False,True
317,2,24.0,1,0,26.0,1,False,False,True
318,2,54.0,0,0,14.0,0,True,False,True
319,1,31.0,0,2,164.8667,2,False,False,True
320,1,40.0,1,1,134.5,2,False,False,False
321,3,22.0,0,0,7.25,0,True,False,True
322,3,27.0,0,0,7.8958,0,True,False,True
323,2,30.0,0,0,12.35,0,False,True,False
324,2,22.0,1,1,29.0,2,False,False,True
325,3,28.0,8,2,69.55,10,True,False,True
326,1,36.0,0,0,135.6333,0,False,False,False
327,3,61.0,0,0,6.2375,0,True,False,True
328,2,36.0,0,0,13.0,0,False,False,True
329,3,31.0,1,1,20.525,2,False,False,True
330,1,16.0,0,1,57.9792,1,False,False,False
331,3,28.0,2,0,23.25,2,False,True,False
332,1,45.5,0,0,28.5,0,True,False,True
333,1,38.0,0,1,153.4625,1,True,False,True
334,3,16.0,2,0,18.0,2,True,False,True
335,1,28.0,1,0,133.65,1,False,False,True
336,3,28.0,0,0,7.8958,0,True,False,True
337,1,29.0,1,0,66.6,1,True,False,True
338,1,41.0,0,0,134.5,0,False,False,False
339,3,45.0,0,0,8.05,0,True,False,True
340,1,45.0,0,0,35.5,0,True,False,True
341,2,2.0,1,1,26.0,2,True,False,True
342,1,24.0,3,2,263.0,5,False,False,True
343,2,28.0,0,0,13.0,0,True,False,True
344,2,25.0,0,0,13.0,0,True,False,True
345,2,36.0,0,0,13.0,0,True,False,True
346,2,24.0,0,0,13.0,0,False,False,True
347,2,40.0,0,0,13.0,0,False,False,True
348,3,28.0,1,0,16.1,1,False,False,True
349,3,3.0,1,1,15.9,2,True,False,True
350,3,42.0,0,0,8.6625,0,True,False,True
351,3,23.0,0,0,9.225,0,True,False,True
352,1,28.0,0,0,35.0,0,True,False,True
353,3,15.0,1,1,7.2292,2,True,False,False
354,3,25.0,1,0,17.8,1,True,False,True
355,3,28.0,0,0,7.225,0,True,False,False
356,3,28.0,0,0,9.5,0,True,False,True
357,1,22.0,0,1,55.0,1,False,False,True
358,2,38.0,0,0,13.0,0,False,False,True
359,3,28.0,0,0,7.8792,0,False,True,False
360,3,28.0,0,0,7.8792,0,False,True,False
361,3,40.0,1,4,27.9,5,True,False,True
362,2,29.0,1,0,27.7208,1,True,False,False
363,3,45.0,0,1,14.4542,1,False,False,False
364,3,35.0,0,0,7.05,0,True,False,True
365,3,28.0,1,0,15.5,1,True,True,False
366,3,30.0,0,0,7.25,0,True,False,True
367,1,60.0,1,0,75.25,1,False,False,False
368,3,28.0,0,0,7.2292,0,False,False,False
369,3,28.0,0,0,7.75,0,False,True,False
370,1,24.0,0,0,69.3,0,False,False,False
371,1,25.0,1,0,55.4417,1,True,False,False
372,3,18.0,1,0,6.4958,1,True,False,True
373,3,19.0,0,0,8.05,0,True,False,True
374,1,22.0,0,0,135.6333,0,True,False,False
375,3,3.0,3,1,21.075,4,False,False,True
376,1,28.0,1,0,82.1708,1,False,False,False
377,3,22.0,0,0,7.25,0,False,False,True
378,1,27.0,0,2,211.5,2,True,False,False
379,3,20.0,0,0,4.0125,0,True,False,False
380,3,19.0,0,0,7.775,0,True,False,True
381,1,42.0,0,0,227.525,0,False,False,False
382,3,1.0,0,2,15.7417,2,False,False,False
383,3,32.0,0,0,7.925,0,True,False,True
384,1,35.0,1,0,52.0,1,False,False,True
385,3,28.0,0,0,7.8958,0,True,False,True
386,2,18.0,0,0,73.5,0,True,False,True
387,3,1.0,5,2,46.9,7,True,False,True
388,2,36.0,0,0,13.0,0,False,False,True
389,3,28.0,0,0,7.7292,0,True,True,False
390,2,17.0,0,0,12.0,0,False,False,False
391,1,36.0,1,2,120.0,3,True,False,True
392,3,21.0,0,0,7.7958,0,True,False,True
393,3,28.0,2,0,7.925,2,True,False,True
394,1,23.0,1,0,113.275,1,False,False,False
395,3,24.0,0,2,16.7,2,False,False,True
396,3,22.0,0,0,7.7958,0,True,False,True
397,3,31.0,0,0,7.8542,0,False,False,True
398,2,46.0,0,0,26.0,0,True,False,True
399,2,23.0,0,0,10.5,0,True,False,True
400,2,28.0,0,0,12.65,0,False,False,True
401,3,39.0,0,0,7.925,0,True,False,True
402,3,26.0,0,0,8.05,0,True,False,True
403,3,21.0,1,0,9.825,1,False,False,True
404,3,28.0,1,0,15.85,1,True,False,True
405,3,20.0,0,0,8.6625,0,False,False,True
406,2,34.0,1,0,21.0,1,True,False,True
407,3,51.0,0,0,7.75,0,True,False,True
408,2,3.0,1,1,18.75,2,True,False,True
409,3,21.0,0,0,7.775,0,True,False,True
410,3,28.0,3,1,25.4667,4,False,False,True
411,3,28.0,0,0,7.8958,0,True,False,True
412,3,28.0,0,0,6.8583,0,True,True,False
413,1,33.0,1,0,90.0,1,False,True,False
414,2,28.0,0,0,0.0,0,True,False,True
415,3,44.0,0,0,7.925,0,True,False,True
416,3,28.0,0,0,8.05,0,False,False,True
417,2,34.0,1,1,32.5,2,False,False,True
418,2,18.0,0,2,13.0,2,False,False,True
419,2,30.0,0,0,13.0,0,True,False,True
420,3,10.0,0,2,24.15,2,False,False,True
421,3,28.0,0,0,7.8958,0,True,False,False
422,3,21.0,0,0,7.7333,0,True,True,False
423,3,29.0,0,0,7.875,0,True,False,True
424,3,28.0,1,1,14.4,2,False,False,True
425,3,18.0,1,1,20.2125,2,True,False,True
426,3,28.0,0,0,7.25,0,True,False,True
427,2,28.0,1,0,26.0,1,False,False,True
428,2,19.0,0,0,26.0,0,False,False,True
429,3,28.0,0,0,7.75,0,True,True,False
430,3,32.0,0,0,8.05,0,True,False,True
431,1,28.0,0,0,26.55,0,True,False,True
432,3,28.0,1,0,16.1,1,False,False,True
433,2,42.0,1,0,26.0,1,False,False,True
434,3,17.0,0,0,7.125,0,True,False,True
435,1,50.0,1,0,55.9,1,True,False,True
436,1,14.0,1,2,120.0,3,False,False,True
437,3,21.0,2,2,34.375,4,False,False,True
438,2,24.0,2,3,18.75,5,False,False,True
439,1,64.0,1,4,263.0,5,True,False,True
440,2,31.0,0,0,10.5,0,True,False,True
441,2,45.0,1,1,26.25,2,False,False,True
442,3,20.0,0,0,9.5,0,True,False,True
443,3,25.0,1,0,7.775,1,True,False,True
444,2,28.0,0,0,13.0,0,False,False,True
445,3,28.0,0,0,8.1125,0,True,False,True
